maker_id,maker,model,product_id,group_id,group,field_id,field,priority,current_source,current_pages,reason,suggested_source,hypothesis
hitachi,日立,R-K40T,hitachi-rk40t,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
hitachi,日立,R-K40T,hitachi-rk40t,refrigeration,4. 冷蔵機能,fridge-other,その他,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
hitachi,日立,R-K40T,hitachi-rk40t,freezing,5. 冷凍機能,frost-control,霜付き防止機能,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
hitachi,日立,R-K40T,hitachi-rk40t,freezing,5. 冷凍機能,freezer-other,その他,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
hitachi,日立,R-K40T,hitachi-rk40t,clean,7. 清潔・お手入れ,clean-air,脱臭・除菌・抗菌,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,公式機能比較表、除菌／抗菌の試験注記、取扱説明書のお手入れ章,脱臭・除菌・抗菌は意味が異なるため、試験対象部位と試験方法が明記された一次資料が必要。
hitachi,日立,R-K40T,hitachi-rk40t,energy,8. 省エネ性,energy-ai,省エネ運転・AI学習,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,公式仕様表、省エネラベル、型番別機能比較表,年間消費電力量は仕様表、AI・センサーの有無は機能比較表、達成率は統一省エネラベルで確定できる。
hitachi,日立,R-K40T,hitachi-rk40t,smart,9. スマホ連携・IoT,iot-connectivity,通信・対応アプリ,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-K40T,hitachi-rk40t,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-K40T,hitachi-rk40t,smart,9. スマホ連携・IoT,iot-monitoring,通知・見守り・遠隔操作,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-K40T,hitachi-rk40t,smart,9. スマホ連携・IoT,iot-ai,AI・音声連携,低,HITACHI 冷蔵庫総合カタログ 2026-3,13–14,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-V38V,hitachi-rv38v,basic,1. 基本情報,colors,カラー,中,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,当該年式の公式商品ページ（アーカイブを含む）または色記号入り価格表,色名・発売月・シリーズ呼称は、総合カタログより個別商品ページや販売店向け価格表の方が型番単位で明記される可能性が高い。
hitachi,日立,R-V38V,hitachi-rv38v,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
hitachi,日立,R-V38V,hitachi-rv38v,refrigeration,4. 冷蔵機能,fridge-other,その他,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
hitachi,日立,R-V38V,hitachi-rv38v,freezing,5. 冷凍機能,frost-control,霜付き防止機能,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
hitachi,日立,R-V38V,hitachi-rv38v,freezing,5. 冷凍機能,freezer-other,その他,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
hitachi,日立,R-V38V,hitachi-rv38v,energy,8. 省エネ性,energy-ai,省エネ運転・AI学習,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,公式仕様表、省エネラベル、型番別機能比較表,年間消費電力量は仕様表、AI・センサーの有無は機能比較表、達成率は統一省エネラベルで確定できる。
hitachi,日立,R-V38V,hitachi-rv38v,smart,9. スマホ連携・IoT,iot-connectivity,通信・対応アプリ,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-V38V,hitachi-rv38v,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-V38V,hitachi-rv38v,smart,9. スマホ連携・IoT,iot-monitoring,通知・見守り・遠隔操作,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-V38V,hitachi-rv38v,smart,9. スマホ連携・IoT,iot-ai,AI・音声連携,低,日立 冷蔵庫 公式製品・仕様ページ,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-V38X,hitachi-rv38x,basic,1. 基本情報,colors,カラー,中,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,当該年式の公式商品ページ（アーカイブを含む）または色記号入り価格表,色名・発売月・シリーズ呼称は、総合カタログより個別商品ページや販売店向け価格表の方が型番単位で明記される可能性が高い。
hitachi,日立,R-V38X,hitachi-rv38x,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
hitachi,日立,R-V38X,hitachi-rv38x,refrigeration,4. 冷蔵機能,fridge-other,その他,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
hitachi,日立,R-V38X,hitachi-rv38x,freezing,5. 冷凍機能,frost-control,霜付き防止機能,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
hitachi,日立,R-V38X,hitachi-rv38x,freezing,5. 冷凍機能,freezer-other,その他,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
hitachi,日立,R-V38X,hitachi-rv38x,energy,8. 省エネ性,energy-ai,省エネ運転・AI学習,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,公式仕様表、省エネラベル、型番別機能比較表,年間消費電力量は仕様表、AI・センサーの有無は機能比較表、達成率は統一省エネラベルで確定できる。
hitachi,日立,R-V38X,hitachi-rv38x,smart,9. スマホ連携・IoT,iot-connectivity,通信・対応アプリ,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-V38X,hitachi-rv38x,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-V38X,hitachi-rv38x,smart,9. スマホ連携・IoT,iot-monitoring,通知・見守り・遠隔操作,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
hitachi,日立,R-V38X,hitachi-rv38x,smart,9. スマホ連携・IoT,iot-ai,AI・音声連携,低,HITACHI 2025年冷蔵庫公式資料,8・公式仕様ページ,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-WZ61N,mitsubishi-mr-wz61n,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,1–7,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-WZ61N,mitsubishi-mr-wz61n,refrigeration,4. 冷蔵機能,fridge-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,1–7,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-WZ61N,mitsubishi-mr-wz61n,freezing,5. 冷凍機能,freezer-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,1–7,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
mitsubishi,三菱電機,MR-WZ61N,mitsubishi-mr-wz61n,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,1–7,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-MZ60N,mitsubishi-mr-mz60n,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,1–7,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-MZ60N,mitsubishi-mr-mz60n,refrigeration,4. 冷蔵機能,fridge-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,1–7,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-MZ60N,mitsubishi-mr-mz60n,freezing,5. 冷凍機能,freezer-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,1–7,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
mitsubishi,三菱電機,MR-MZ60N,mitsubishi-mr-mz60n,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,1–7,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-JW55N,mitsubishi-mrjw55n,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-JW55N,mitsubishi-mrjw55n,refrigeration,4. 冷蔵機能,fridge-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-JW55N,mitsubishi-mrjw55n,freezing,5. 冷凍機能,freezer-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
mitsubishi,三菱電機,MR-JW55N,mitsubishi-mrjw55n,smart,9. スマホ連携・IoT,iot-connectivity,通信・対応アプリ,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-JW55N,mitsubishi-mrjw55n,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-JW55N,mitsubishi-mrjw55n,smart,9. スマホ連携・IoT,iot-monitoring,通知・見守り・遠隔操作,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-WZ55J,mitsubishi-mrwz55j,basic,1. 基本情報,colors,カラー,中,三菱電機 冷蔵庫 公式製品情報,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,当該年式の公式商品ページ（アーカイブを含む）または色記号入り価格表,色名・発売月・シリーズ呼称は、総合カタログより個別商品ページや販売店向け価格表の方が型番単位で明記される可能性が高い。
mitsubishi,三菱電機,MR-WZ55J,mitsubishi-mrwz55j,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,三菱電機 冷蔵庫 公式製品情報,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-WZ55J,mitsubishi-mrwz55j,refrigeration,4. 冷蔵機能,fridge-other,その他,低,三菱電機 冷蔵庫 公式製品情報,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-WZ55J,mitsubishi-mrwz55j,freezing,5. 冷凍機能,freezer-other,その他,低,三菱電機 冷蔵庫 公式製品情報,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
mitsubishi,三菱電機,MR-WZ55J,mitsubishi-mrwz55j,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,三菱電機 冷蔵庫 公式製品情報,公式仕様ページ,対象年式が提供カタログ外、または型番別対応表が不足,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-WZ55M,mitsubishi-mrwz55m,basic,1. 基本情報,colors,カラー,中,MITSUBISHI 冷蔵庫総合カタログ 2025-05,5–6・公式仕様ページ,確認済み一次資料に型番単位の明記なし,当該年式の公式商品ページ（アーカイブを含む）または色記号入り価格表,色名・発売月・シリーズ呼称は、総合カタログより個別商品ページや販売店向け価格表の方が型番単位で明記される可能性が高い。
mitsubishi,三菱電機,MR-WZ55M,mitsubishi-mrwz55m,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,MITSUBISHI 冷蔵庫総合カタログ 2025-05,5–6・公式仕様ページ,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-WZ55M,mitsubishi-mrwz55m,refrigeration,4. 冷蔵機能,fridge-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2025-05,5–6・公式仕様ページ,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-WZ55M,mitsubishi-mrwz55m,freezing,5. 冷凍機能,freezer-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2025-05,5–6・公式仕様ページ,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
mitsubishi,三菱電機,MR-WZ55M,mitsubishi-mrwz55m,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,MITSUBISHI 冷蔵庫総合カタログ 2025-05,5–6・公式仕様ページ,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-WZ55N,mitsubishi-mrwz55n,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-WZ55N,mitsubishi-mrwz55n,refrigeration,4. 冷蔵機能,fridge-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-WZ55N,mitsubishi-mrwz55n,freezing,5. 冷凍機能,freezer-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
mitsubishi,三菱電機,MR-WZ55N,mitsubishi-mrwz55n,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-JM54N,mitsubishi-mrjm54n,refrigeration,4. 冷蔵機能,door-pocket,ドアポケット,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-JM54N,mitsubishi-mrjm54n,refrigeration,4. 冷蔵機能,fridge-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,取扱説明書のチルド設定・棚組み替え・ドアポケット部品一覧、公式鮮度試験ページ,チルドの温度・保存期間と、棚やドアポケットの型番別構成は、機能訴求ページだけでなく説明書の設定・部品一覧で確定できる。
mitsubishi,三菱電機,MR-JM54N,mitsubishi-mrjm54n,freezing,5. 冷凍機能,freezer-other,その他,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,型番別の冷凍・製氷機能比較表、冷凍室断面図、取扱説明書の運転モード一覧,特殊冷凍、小冷凍室、霜対策、収納段数、独立製氷室は別項目なので、型番別比較表と室構成図の両方が必要。
mitsubishi,三菱電機,MR-JM54N,mitsubishi-mrjm54n,smart,9. スマホ連携・IoT,iot-connectivity,通信・対応アプリ,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-JM54N,mitsubishi-mrjm54n,smart,9. スマホ連携・IoT,iot-food,食材管理・庫内確認,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-JM54N,mitsubishi-mrjm54n,smart,9. スマホ連携・IoT,iot-monitoring,通知・見守り・遠隔操作,低,MITSUBISHI 冷蔵庫総合カタログ 2026-01,5–6,確認済み一次資料に型番単位の明記なし,メーカー公式アプリ対応機種一覧、ネットワーク設定ガイド、アプリ機能一覧,Wi-Fi搭載とアプリ対応、食材管理、通知、AIは別項目なので、アプリの対応型番表と機能対応表の両方が必要。
mitsubishi,三菱電機,MR-MZ54M,mitsubishi-mrmz54m,basic,1. 基本情報,colors,カラー,中,MITSUBISHI 冷蔵庫総合カタログ 2025-05,5–6・公式仕様ページ,確認済み一次資料に型番単位の明記なし,当該年式の公式商品ページ（アーカイブを含む）または色記号入り価格表,色名・発売月・シリーズ呼称は、総合カタログより個別商品ページや販売店向け価格表の方が型番単位で明記される可能性が高い。
